"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"3974","f","f","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"3975","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","p"
"3978","x","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"3981","f","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"3982","x","f","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","v","p"
"3984","x","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"3985","x","y","b","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"3988","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"3990","f","f","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","e"
"3991","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"3992","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"3993","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p"
"3994","x","f","g","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","s","p"
"3995","x","f","g","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","n","v","p"
"3996","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"3997","x","s","g","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","s","p"
"3999","f","y","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"4000","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4001","f","f","e","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","e"
"4002","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4003","f","y","n","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","e"
"4004","f","f","e","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"4005","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4007","f","f","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4011","f","y","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4012","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4013","x","f","e","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","v","e"
"4014","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4015","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4016","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4017","x","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4019","x","f","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4020","x","y","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"4021","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4022","f","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4023","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4024","x","y","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"4026","x","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4027","x","s","g","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","v","p"
"4028","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4030","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4031","x","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4035","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4036","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4039","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4041","x","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4042","f","y","n","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","e"
"4043","f","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4044","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4045","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4046","x","s","w","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","v","p"
"4047","x","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4048","f","y","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","e"
"4049","x","f","w","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","s","p"
"4050","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4052","x","f","p","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","v","p"
"4053","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4054","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4055","f","y","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","e"
"4056","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4057","f","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4058","x","f","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","n","s","p"
"4060","x","f","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"4061","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4062","f","f","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","y","e"
"4064","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4065","x","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4066","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4067","f","f","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4068","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4070","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4071","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4073","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4075","f","y","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4076","x","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4079","f","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4081","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4082","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4083","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4084","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4087","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4088","x","f","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","e"
"4089","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4090","f","y","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4092","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4093","f","y","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","y","e"
"4094","f","f","g","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","y","e"
"4095","f","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4096","x","f","e","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"4097","f","f","e","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"4098","f","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4099","x","f","w","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","v","p"
"4101","x","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"4102","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4103","f","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4104","f","y","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","e"
"4105","x","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"4106","f","y","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","e"
"4108","f","f","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","e"
"4109","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4110","f","y","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"4111","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4112","f","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4114","f","f","e","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","e"
"4115","x","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4117","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4118","x","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4119","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4121","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4122","f","y","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"4124","f","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4125","f","f","n","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","v","e"
"4128","f","y","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"4129","f","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4130","f","f","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","e"
"4131","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4132","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4133","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4134","x","s","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","s","p"
"4135","f","f","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","e"
"4136","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4137","x","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4138","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4139","f","y","n","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"4140","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4141","f","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4142","f","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"4143","f","y","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","e"
"4144","f","s","g","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","v","p"
"4145","x","f","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4147","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4148","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4150","f","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4151","f","y","e","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","e"
"4152","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4153","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4155","f","f","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","e"
"4157","f","y","e","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","e"
"4158","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4159","f","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4160","f","y","n","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"4161","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4162","f","f","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"4163","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4164","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4166","f","f","c","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","e"
"4167","x","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4168","f","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4169","x","y","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4170","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4171","x","s","b","t","f","f","c","b","w","t","b","f","s","w","w","p","w","o","p","h","s","p"
"4172","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4173","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4174","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4175","f","f","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4177","f","f","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"4178","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4179","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4181","f","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4182","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4183","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4186","x","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4188","f","f","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","e"
"4190","f","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4191","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4192","f","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4193","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4194","f","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4196","f","f","e","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","e"
"4197","x","y","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"4198","x","y","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"4199","x","f","g","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","k","v","p"
"4200","x","f","p","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","n","v","p"
"4201","x","y","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"4202","f","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4203","x","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4204","x","s","g","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","s","p"
"4205","f","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4207","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4208","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4209","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4210","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4211","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4212","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4213","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4214","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4215","x","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4216","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4217","f","s","g","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","p"
"4218","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4221","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4223","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
